L,a,b,std_L,std_a,std_b,Label
139.9558,128.7965,129.32500000000002,20.866951055676456,1.689700491210897,13.303570009587492,4284
144.49450000000002,129.4977,126.6436,17.377018436716916,2.9536747806759345,17.19356795548847,4284
156.0256,129.8869,119.76280000000001,2.5242314949307922,1.6576816310738902,7.530148481935691,4284
151.8024,127.70970000000001,133.59220000000002,6.08091722028857,3.096001600451373,17.143293124717786,4284
155.93130000000002,129.8785,120.5852,3.410832788337172,2.6423735069064573,11.706687873177534,4284
153.3189,129.25570000000002,122.45960000000001,2.8856546553591937,2.4173782306451503,10.752942287578685,4284
151.1993,127.4038,129.0572,2.95441694924791,2.67195538136417,12.360620055644574,4284
149.6793,126.8981,129.6053,3.415003881403196,2.4363325696629308,10.818489354341558,4284
149.8994,127.70360000000001,126.2104,3.9126563406459596,2.4728823344425814,10.48350761148191,4284
149.5748,127.7757,125.67,4.912759403838041,2.6865199627027585,11.466834785589224,4284
149.8726,128.1873,124.62450000000001,4.696271844771997,2.7215471169909904,11.319924900369173,4284
148.89010000000002,127.68480000000001,126.83850000000001,5.775588454001593,2.610258408663386,11.683253731302651,4284
128.7868,131.4965,141.2826,14.951666989335981,1.8635417220982367,12.706350272206402,4284
128.8658,131.6094,140.6964,14.908849397589309,1.8053342183662684,12.502936736622932,4284
129.0105,131.6842,140.7054,14.688934261885686,1.7672776691849752,12.315657142028673,4284
128.691,132.2217,140.9495,14.573569192205362,1.7384904687689562,12.238347508957236,4284
133.20950000000002,133.6381,136.072,12.231329026315766,1.5145720154544469,10.006128921815897,4284
133.45610000000002,133.7889,136.1995,12.412504694460148,1.5783969050898286,10.58446501954632,4284
138.28230000000002,133.6269,131.3288,12.433849231432525,1.7865319448586103,11.028394740849635,4284
147.5755,134.9801,119.29860000000001,6.9427876065741,2.3237263156409593,10.584036944379973,4284
148.7082,137.5075,113.9984,5.907237320440063,2.312908072103675,9.134943756805528,4284
145.34470000000002,138.9682,114.94800000000001,10.125427492703452,2.6214859831783244,12.086533663544692,4284
143.08700000000002,139.1373,118.6302,10.024252141680991,2.5101093024001138,12.155297115249834,4284
134.5772,139.71880000000002,125.08840000000001,14.219853732018521,1.9677211591070314,11.408592614341105,4284
118.3691,137.92090000000002,136.0859,18.89572610909675,1.981424535529063,13.236544911342989,4284
112.45570000000001,138.0979,139.6312,18.00323963929826,1.5758539240682936,11.605170682070854,4284
106.2476,136.6601,142.47050000000002,20.602390498192186,1.5103535976719293,11.757564788254198,4284
106.7677,136.3209,142.1656,20.819590214747215,1.6154637693251168,12.022294982240242,4284
117.9089,137.9083,137.3963,17.709918147467533,1.7949627043476357,12.5073197092743,4284
113.5198,136.9121,140.2417,17.53340263497077,1.4862616155982848,11.479855448131747,4284
116.65910000000001,134.6862,139.06130000000002,19.145085196728623,1.7990357306056175,13.224618796396243,4284
118.27210000000001,131.7355,138.7855,18.717004610513897,1.583205529929778,11.879195669320362,4284
131.7427,129.835,144.5019,20.551411063720085,1.9263891091880019,11.071007017882275,4284
149.8872,134.0072,121.94030000000001,4.083292318705539,2.3270470901978655,10.96361874154694,4284
146.8808,134.1967,124.78750000000001,8.847835405340806,2.7933866739140965,14.273995367450507,4284
150.0902,134.4023,120.8957,5.880022445535406,2.5641479500998163,12.507670506932916,4284
149.24120000000002,134.5824,121.2749,7.317569443469213,2.8186539766346512,14.028183417321005,4284
149.5461,134.7345,120.66040000000001,7.406259163032278,2.8830209416514783,14.175001652204434,4284
149.5805,135.0025,120.7621,7.197632926872599,2.8183139906691608,13.883014931562949,4284
150.0487,134.5207,120.13860000000001,6.266843568336647,2.7043615716097853,12.70409343636917,4284
150.8543,131.0071,117.73620000000001,5.308565861887884,2.269636444455096,8.92141298001604,4284
145.4566,128.68370000000002,124.02900000000001,13.130754602839666,2.362383184412645,12.10156845206435,4284
116.4017,127.6551,142.3681,31.544748170020295,3.2434771449789945,15.277715876072632,4284
105.43780000000001,127.70630000000001,147.9179,32.00876334943289,3.486952868909714,12.966054125677509,4284
101.1487,127.84200000000001,150.04170000000002,30.73769002885546,3.3532724315207707,11.850340126342168,4284
129.3563,128.6882,132.0684,27.69591938011806,2.4199960247901897,16.01163706308634,4284
124.5826,128.43,135.1416,28.938427345659278,2.568871347498635,16.455891025404718,4284
123.6439,128.3976,136.17440000000002,29.365389368949277,2.6478131051869376,16.766919354490714,4284
115.6016,129.5329,141.7546,28.61463397354575,2.1752971268306003,15.066949885096095,4284
106.9287,127.60570000000001,147.17170000000002,26.506603258622178,2.188795904144115,12.545438179274413,4284
119.1872,128.3851,141.7544,27.336853442925708,2.282454378515398,15.036032742715054,4284
108.9062,128.45510000000002,145.314,28.96436088644111,2.286784640056336,13.59110753397251,4284
120.6391,128.3179,140.09210000000002,24.764624995949386,2.1662039585409967,15.017929870324805,4284
130.1531,125.05760000000001,144.6116,12.128258753423802,1.4885839714304667,9.21865204029299,4284
135.6835,126.39380000000001,136.6608,15.769956491696517,2.1240813449579745,13.274914062245424,4284
135.8218,127.2796,132.3084,16.57281644018304,1.4077726520998652,9.605804986569396,4284
112.281,128.8115,137.108,33.65178507895236,2.4941466977707947,12.365788935607723,4284
112.8502,128.8103,138.70690000000002,30.470493267421823,2.4090483411496066,12.789198270024482,4284
109.0618,129.06310000000002,140.0289,31.418974852149454,2.5664213196586942,12.220706394885774,4284
123.763,127.9184,139.4882,27.477653302274547,2.3316821052622787,15.362156774359462,4284
146.3562,127.8948,129.1825,14.691110290240129,2.996853843616625,15.364335122288871,4284
132.6475,127.5626,133.3117,21.915767012587064,1.780078998247071,13.576160838396131,4284
129.59890000000001,128.00660000000002,132.7313,23.25414412077985,2.3517135114620644,15.58890311439511,4284
136.7524,125.9903,138.4871,17.896141881422444,1.6449334059468732,10.527774389205106,4284
141.5877,126.22940000000001,136.2827,14.576512227209799,2.325978426382704,13.451229709955891,4284
129.3991,128.1728,132.65470000000002,21.5406596739747,2.950616911766141,16.726621533053166,4284
124.20580000000001,127.9675,135.7056,23.004970036059547,2.4445948028253737,15.505725672795862,4284
106.46130000000001,128.6757,143.0064,30.498995103281665,2.29441267212304,17.100636217404272,4284
122.5122,129.172,133.858,32.478051837510165,2.4271003275512073,18.640419415882253,4284
146.3989,128.6582,124.89540000000001,12.478059896875099,2.816411326493983,13.985637591472116,4284
140.68710000000002,127.4085,133.0214,15.949388502071036,2.5808579484349683,15.71292277203711,4284
133.6129,125.1063,147.5762,16.558220121438232,1.8754200356186024,11.40825111750273,4284
125.16980000000001,126.29560000000001,148.55790000000002,20.921155990049833,2.0033024334826726,12.948723782288086,4284
130.91,127.378,139.57580000000002,23.542253503010393,2.4525325685914763,16.81871738153637,4284
131.98690000000002,127.67960000000001,138.0144,24.29924954376157,2.7428350005056337,18.123570085388884,4284
135.1342,128.3331,133.7426,25.313209799628428,3.0581929942375217,18.428579577384617,4284
139.7997,129.381,127.74820000000001,24.1258736610719,2.8327793772200005,17.934536424452123,4284
152.7294,131.1475,114.8439,7.596616065064831,2.8750554342482837,11.857189076252483,4284
150.4247,131.0918,118.84400000000001,7.184673263969628,2.4087284529395077,9.987905886620991,4284
138.577,134.5086,136.4818,10.833036093358176,1.7258406763088474,10.689240794369068,4284
131.03650000000002,151.971,136.6527,13.866202355006875,2.0033868822569136,12.45412713561234,4284
126.101,159.9771,144.1038,13.603631831242728,2.1646652373977435,9.583236695396783,4284
125.492,163.10240000000002,147.30710000000002,13.16213265394321,2.3026320244441396,8.936553563314964,4284
126.71100000000001,162.3805,146.1046,13.36010026159977,2.3567180039196014,10.256971231313791,4284
125.412,158.8112,145.8103,15.187648139195247,2.2115954783809135,11.261914309299275,4284
125.3469,158.1689,145.39440000000002,15.271370612685665,2.252192884723769,11.418776144578487,4284
127.77210000000001,151.9333,145.2581,12.379634953826224,1.6599551530083065,10.428637705376303,4284
125.0712,143.1455,142.62030000000001,16.517751982639744,1.3974726294282847,9.493688846280833,4284
118.2771,142.5697,138.71030000000002,20.441279695508303,1.978974964469446,13.45659592579032,4284
124.8099,154.15390000000002,126.4026,18.889742242550632,2.960002498308654,14.344054978979944,4284
120.98140000000001,154.74790000000002,128.0404,22.80088713274108,3.394782112300686,15.896709339985966,4284
119.9474,156.895,128.9324,22.387841192039943,3.7423488613434235,16.80390520801643,4284
126.1263,164.76090000000002,126.9071,17.92187345982558,3.6147657171653376,15.310919945907925,4284
114.0943,165.68120000000002,136.0388,25.921369707444054,5.067086594878481,14.898768222910146,4284
96.8113,165.1413,150.69150000000002,19.53410587434194,4.046669533084994,8.374803146939943,4284
129.7056,176.0583,141.89770000000001,15.980980215243344,4.022399919202776,10.10843384061037,4284
139.0821,180.3511,135.782,7.9975846097431775,2.4022549385946257,11.19932480107606,4284
130.3192,181.2458,133.0662,13.910345479534282,6.892632469528592,10.101278016172078,4284
141.7716,174.4922,129.4399,30.488896887883644,28.312377843621704,9.656696536083166,4284
138.7521,163.81980000000001,127.8717,34.61946916967385,34.62012027650972,9.473998053092423,4284
140.3902,161.47580000000002,127.8957,35.932302235732145,36.16386337713373,9.201283688160075,4284
128.8577,156.6271,126.6589,36.17456358700134,34.45150280597345,9.161307264250041,4284
117.02860000000001,162.98430000000002,130.8657,28.666342320568166,26.490014222532917,12.793508647357102,4284
106.54520000000001,169.18200000000002,139.16670000000002,10.879152400807628,2.8707274339439524,10.094994359086911,4284
111.456,168.4393,135.3518,11.014366255032522,2.8594607026500944,10.45797479247304,4284
