L,a,b,std_L,std_a,std_b,Label
122.489,143.1394,138.3895,16.588721439580574,8.080851913010271,11.072226052154171,146
120.61380000000001,143.14610000000002,138.4206,16.001357741141792,7.646460278455314,10.749488157117073,146
122.88480000000001,142.9485,137.7456,15.493802921168104,7.460740429072914,10.270914303994719,146
136.51670000000001,143.6582,138.1637,19.110147071909164,9.923899070426206,11.734253376759842,146
175.4411,138.7542,133.2786,24.420944510603945,19.60277486377892,12.430204424706746,146
177.693,142.5994,134.8034,24.93985066114068,20.89630397079829,12.530664325565457,146
168.30800000000002,144.3836,135.7782,22.077004688136373,18.04506722181991,13.490137314349413,146
160.5025,144.30440000000002,136.8714,20.144165253244037,15.05347603180066,13.772590970474731,146
147.5583,130.1878,128.31730000000002,22.8088886425884,10.340045026981132,10.734077543505855,146
147.2344,130.4505,128.501,23.02359347799561,10.510744490757993,10.986318719207029,146
146.6147,130.7221,128.8974,23.320498363242603,10.639467636587726,11.34285119535643,146
145.7802,130.97750000000002,130.0182,24.98317609832659,11.166664396765777,12.683590531076003,146
148.7567,129.31990000000002,128.2806,22.94959923637016,10.237830043031325,10.874643150007408,146
148.3307,130.7554,128.91310000000001,17.199457477199637,8.433633311924224,7.503915537237748,146
147.37810000000002,131.2792,128.921,17.53752948365291,8.666282210959768,7.550229069372789,146
158.4707,125.7549,123.0399,14.517711304127992,6.690711919519442,4.938289986422344,146
131.0178,135.52960000000002,136.1696,23.273566189134016,8.884566609576321,12.737269559838973,146
114.1252,144.2195,146.63840000000002,15.861649503125431,4.878885092928072,9.307913055029955,146
124.0917,142.2098,140.5893,21.264761722389466,8.341857344740498,11.544766152243923,146
145.4905,134.3278,129.5366,16.050810252133815,8.61131506565649,6.662871786249736,146
147.3115,135.7271,130.0246,15.443784113681534,8.675564857114582,6.607222929491882,146
141.3325,142.0234,134.9858,13.8334646329109,7.684689482340562,7.387638212581558,146
139.8561,142.4746,135.4916,15.01705672860036,7.907891934010922,8.402566836390044,146
145.40890000000002,138.45600000000002,131.2527,17.25649734998382,9.226508765507893,8.0490647102629,146
143.15370000000001,138.4179,132.2492,20.328464681573955,9.730049310769127,9.385185099932675,146
135.8408,139.44,133.6596,20.448096619490027,9.97100797311897,10.334511494985982,146
122.9037,142.3938,137.9863,24.53870873354995,10.1509074254473,11.73778140493337,146
127.9855,141.898,135.9773,24.32519865797609,10.312787983857753,11.16977102316774,146
133.3047,141.8531,134.7433,23.21970839416382,10.218127049024154,11.129753146858182,146
136.7097,139.3898,131.2777,21.395102848782912,9.403225827342382,8.761391596658331,146
126.2347,141.64430000000002,133.1365,22.07804828126796,9.13763522526462,9.150850657179191,146
130.75820000000002,139.4451,135.583,19.069450247975023,9.115546390096485,10.021592238761288,146
147.3963,133.23250000000002,129.5187,19.01203424965365,9.613159925331352,8.056106398875405,146
134.8264,138.6022,135.1429,16.81506654878294,8.629504919750564,9.13638219373513,146
135.286,137.3246,132.8,17.00253522272496,8.416260145694078,8.752428234495609,146
145.352,132.5181,127.9435,18.65224640626434,8.37937183743522,7.240214620437808,146
158.7461,125.5407,121.8225,14.911305603132025,6.629927866123431,4.481740035968065,146
153.4339,126.4016,124.31330000000001,19.34545504220573,8.213800426112126,8.04684678057168,146
141.4353,130.76600000000002,130.9795,24.236753369830662,9.543754187949187,12.539261531286437,146
144.8513,129.26500000000001,129.2104,24.801056193436537,8.972467609303386,11.881958249379798,146
158.3056,125.85740000000001,122.1404,15.929080596192598,7.674494461526209,5.910506563738835,146
158.2175,126.373,121.8883,16.018020906154444,7.841420215751695,5.0653551810313475,146
155.69320000000002,128.44310000000002,123.13810000000001,16.719320373747077,8.232081291508162,5.757102430042358,146
153.506,130.1556,124.4334,16.820165397522114,8.435638010251719,6.31787657682546,146
153.3761,130.7004,125.0061,15.700810450100859,8.227808933124432,6.351130827655664,146
149.7844,133.7432,127.03930000000001,15.436849310659234,7.715649924666117,6.621476837534013,146
152.1792,132.2456,125.87450000000001,11.289361689661648,6.382968011826401,4.811481034982679,146
146.6173,129.05790000000002,127.50380000000001,22.670042803444368,8.546586897118464,11.136650553914212,146
122.1323,136.483,139.34720000000002,27.430362679155376,8.665189611312677,14.037644110034817,146
115.229,138.97230000000002,142.4142,22.987713218152,6.861540112102658,12.190473262347165,146
110.81710000000001,140.7748,144.55190000000002,18.63179668174805,5.619349158043236,10.617047913143994,146
124.215,138.75990000000002,137.21890000000002,14.967985001328639,6.389151116541,8.622005728947036,146
128.6936,138.3477,134.8492,13.83275529458976,6.405279440430485,7.315467132042986,146
133.1866,138.584,133.11100000000002,11.724972513400688,5.808506176289942,5.121745698489549,146
133.3189,142.4199,133.3646,18.24279043320946,8.200633145678118,7.295249607792944,146
133.1044,145.3142,133.9673,16.955249943306704,8.139267679588844,6.852520026238806,146
141.615,145.2305,133.126,15.837278017386557,8.1678497629423,5.282549005925016,146
139.0714,144.96620000000001,134.4768,14.546033893814398,8.124977388276033,6.968390184253707,146
138.0092,142.93030000000002,133.2584,14.061248712685604,7.62597153876119,6.178125074810464,146
137.2966,140.9221,132.8145,16.844394570301336,7.755374368139926,6.984517860955022,146
133.47570000000002,137.8098,132.6216,18.404043292439763,7.764111279470505,8.058697999056788,146
121.5599,138.5088,139.2108,17.64633707005513,6.49057182072583,9.008460654296098,146
108.4298,140.39430000000002,144.2747,19.69622989203769,5.016595210897413,9.557428519743205,146
111.60950000000001,138.8433,141.4348,23.13684960728227,7.994457149175194,12.375813062583113,146
108.74820000000001,139.2618,141.3597,21.209790115887472,6.7918083571317736,11.479717588425265,146
126.93440000000001,132.8171,131.713,28.327825483788867,9.671641411363332,11.42227783762946,146
124.72850000000001,133.2706,132.8838,27.94725367097806,9.673167818248457,11.771384691700348,146
124.22210000000001,133.0786,132.58350000000002,28.860255916917946,9.839767377331809,12.46994898746566,146
126.66120000000001,133.7937,131.437,29.15884110454323,10.031078721154557,13.141766662058716,146
134.2938,133.4453,129.8043,23.548008016815288,8.929031745379849,10.92097072196409,146
130.0746,134.0156,130.6394,17.51135731004308,6.777990604891783,8.187561764041998,146
114.3819,137.4015,138.6921,21.932524988929135,6.169286648389734,10.679292934927737,146
127.37920000000001,135.0529,136.005,23.55786084006776,5.837473904866942,10.935829872488133,146
136.0377,132.1754,131.925,23.79033582591888,6.457370582520577,10.963337767304258,146
133.5868,132.40210000000002,132.3809,28.001501134046336,7.274133322258725,11.944220995527502,146
139.08880000000002,130.8785,130.2757,25.51233651706554,7.165426557435398,11.273840938650906,146
137.2455,133.6644,133.7389,21.47384524834816,7.223515255054191,12.028388370434241,146
132.2646,142.1184,138.1552,19.68695473759211,8.754266470698571,12.393518990181894,146
146.5465,141.9566,130.8065,12.517477291770764,6.798934948945871,4.973294456394347,146
139.7311,146.05020000000002,133.64440000000002,12.926832279797,5.243899308720102,3.086964308182597,146
130.5325,150.74800000000002,136.2912,16.37016016262515,6.517184668243923,4.221800866928485,146
132.5826,150.15210000000002,135.99190000000002,15.841653235694679,6.816638877775124,4.899411637124907,146
146.18800000000002,140.11,129.7519,15.679389528932447,7.507256489557238,5.308723612131474,146
152.3831,130.87040000000002,124.9388,12.217149192426099,6.253335417199157,5.114846484499892,146
126.74510000000001,133.421,133.7646,36.09322548609364,8.256086179298345,14.708473300788205,146
104.50590000000001,136.7714,140.1369,27.144217896082367,7.121975992658154,12.81285910287011,146
95.604,138.5351,143.22,23.10989363887254,5.7328150144583825,11.033258811430175,146
108.46740000000001,138.5247,141.00900000000001,20.981385493813274,6.564037622531018,11.72558395134333,146
116.18180000000001,143.0701,143.1131,17.343614062818553,7.486693929232074,11.662431495618733,146
128.1116,145.71540000000002,140.056,19.33738207307279,8.674410806504106,11.998377556986577,146
153.1105,133.8877,126.1409,12.519396540967884,6.829501351489947,4.616432301030826,146
153.1859,133.1976,125.6314,14.77427971814526,7.476988313485809,5.15642647964658,146
155.4631,128.3435,123.10390000000001,12.641607429041628,5.965241633831542,5.070296321715211,146
158.57750000000001,126.3472,120.0073,9.4028928394401,4.729276071451247,2.7591025189362326,146
152.5652,129.81390000000002,123.9161,12.433131100410769,5.316922680460771,5.796814710683886,146
121.14580000000001,135.58110000000002,132.8788,29.543224982388068,7.326692486381263,11.773806120367311,146
118.1269,135.76260000000002,133.3671,27.102807906008547,7.114621651218927,11.116813283940788,146
147.1446,130.56390000000002,125.19630000000001,18.189460982667967,7.205117402929471,7.797471789624988,146
157.535,126.52820000000001,120.384,11.42918085428719,5.033746592747583,3.518969167241942,146
156.1994,127.03110000000001,120.95030000000001,14.664025355951948,6.033351704483791,4.143673480138047,146
154.3039,128.45250000000001,122.0325,16.00750276557843,6.860185402013391,4.600591673904775,146
156.2671,127.45230000000001,120.88780000000001,15.258510988625293,6.320025689030015,4.54460242045414,146
154.9306,128.2142,121.3319,15.14433173302799,6.129968871046696,4.819060322303482,146
135.1391,134.9882,128.9049,19.88091424431986,7.650324225808783,8.33587763765774,146
113.75550000000001,139.49460000000002,137.5153,22.28500212586928,7.984320311710705,11.9529396346673,146
119.6533,135.0771,133.78040000000001,21.924764516637318,7.487333009156154,9.380222590109351,146
140.88920000000002,129.178,126.686,22.60118853865874,8.201421584091412,8.784315795780499,146
139.1928,130.5557,128.9913,23.04471800999096,8.78083694815023,11.373716380761474,146
144.0329,128.4934,126.0721,21.661113027496945,8.146640807105628,9.548513056492032,146
144.2739,127.4715,124.7248,21.002092247916636,7.599591288352163,8.257182628475604,146
123.26320000000001,131.5257,130.5152,16.63673422760604,6.424277353134745,8.248610122924015,146
123.4479,133.16400000000002,131.6602,24.491796291615685,7.6382395877583456,11.156582629102816,146
129.9513,132.306,129.5351,24.2592276940137,7.96259781729538,10.701418970865523,146
132.27870000000001,130.37730000000002,126.64620000000001,36.34178072563308,7.016975467393031,5.555360074738621,1915
132.6475,130.3529,126.64580000000001,36.608821938844166,7.055732533904477,5.533040968581308,1915
132.3774,130.312,126.7227,36.64628725041596,7.159431262327737,5.565339586224741,1915
132.4771,130.3168,126.7487,36.66044292681142,7.0937322870263975,5.555173112514356,1915
132.3936,130.3294,126.7745,36.66185045848073,7.118433510260683,5.607481587129785,1915
133.85160000000002,130.7245,126.1881,34.97444749299114,6.0082276712852565,4.968653579190165,1915
141.2861,130.87290000000002,125.9311,29.028607386335274,3.7334361639108518,3.64940444319339,1915
146.1745,132.1782,125.35770000000001,23.37084614963697,2.8916162885142933,2.902921065064977,1915
142.9152,136.29170000000002,124.0159,17.522956627236272,1.8772882330623106,2.427930639454161,1915
122.0472,148.18030000000002,117.6718,17.015744831185053,1.4744463062439415,2.1976088732982273,1915
128.1636,158.3296,112.247,21.5919622785888,2.28634289641781,2.660599744418523,1915
129.2568,164.8038,110.1118,20.772146103857505,3.190032219273376,3.4794397192650295,1915
123.6126,167.5555,108.9148,21.906526909576527,3.594874093762006,3.4504986538182156,1915
122.9769,168.32600000000002,108.393,24.082573915385375,3.9886243242494444,3.3820039917185025,1915
122.805,168.0207,108.476,24.731517846666794,3.960615041884054,3.4674520905126407,1915
116.0548,167.9918,108.3897,23.99341153233529,3.747443496572075,3.4311272069101517,1915
104.57950000000001,166.1132,108.8635,21.209815646299194,3.477065682439425,3.6516938193120256,1915
103.4574,164.9182,109.23410000000001,20.165475080939682,3.2434408827659604,3.677838657417944,1915
103.5494,165.8786,109.05300000000001,15.87319626414286,2.796330102116467,3.200186088338824,1915
110.8493,168.11620000000002,107.1622,12.125765522638186,2.3821203915826863,3.2886914054075262,1915
111.0818,168.5243,106.5288,14.241471439426466,2.4886963474877923,3.307683564067246,1915
100.2042,170.60750000000002,106.4991,10.207463071694216,2.9095091940045785,3.3686494608373745,1915
90.75840000000001,170.92170000000002,106.99080000000001,8.164975777061361,2.885822085644929,2.9291492553299645,1915
83.9957,170.8248,107.56490000000001,8.71520978003402,3.2790707464156035,2.5131231545626807,1915
72.7788,168.6146,108.0335,14.886116705171938,3.961371838139214,2.5145929591089824,1915
55.062900000000006,164.1489,109.83970000000001,17.778243546256185,5.246687411119761,3.4783909944110856,1915
45.7149,160.7645,111.11720000000001,20.21521748559733,6.89165000199525,4.19231012211619,1915
50.0734,159.9429,110.4255,21.475390856512956,6.057494497727313,4.4801171580664265,1915
58.1034,159.8973,110.4667,22.77663514305834,5.0727854981262075,4.177905110219613,1915
67.76270000000001,159.7057,110.5139,25.39520011163525,4.683063901976801,4.044552730525244,1915
88.1089,158.90730000000002,110.52990000000001,19.518669032236797,2.6108057587641103,2.6869510583557448,1915
95.98870000000001,157.4202,111.0357,22.37474854182721,2.155929488643214,2.475444507557931,1915
96.516,154.6017,112.9851,28.104443492088567,2.7696312227447435,2.747886094801061,1915
91.2823,152.31990000000002,115.0326,30.35611975714287,1.6601698678129575,2.6791299408578673,1915
88.05590000000001,151.7674,115.7924,29.791572217491286,1.7980259286225955,2.8482103574000015,1915
97.87320000000001,157.4017,112.3035,24.530045286546013,2.206430853211006,2.8667032894947897,1915
113.3664,165.3057,107.9473,21.76253549198713,2.9587577646705205,2.312211649049869,1915
114.31880000000001,168.5183,106.72800000000001,24.98871678498115,4.358814645060797,2.8552786203800493,1915
113.8104,168.9285,106.4184,27.144775774354827,4.83729136500994,3.19332764369708,1915
104.8991,169.0027,105.96820000000001,26.50478294930937,4.844490965003636,3.2104810792150915,1915
98.15530000000001,168.288,105.4848,19.462476253293104,3.73709191752026,2.6852130194829567,1915
76.0608,162.9933,108.0336,25.197101090403255,5.138915752374095,3.564164844672576,1915
54.1147,155.7033,113.0336,24.681668175186218,4.677549477022925,4.0337415683209805,1915
67.8781,152.2671,115.05460000000001,27.04866799659457,2.179072644498233,3.001802598439652,1915
94.35350000000001,144.01510000000002,118.74130000000001,33.29210924153046,4.243851080091653,3.6469952440328752,1915
102.7776,143.77870000000001,119.6469,33.36414749757587,4.255810887480459,3.688579725314433,1915
111.7338,143.4634,119.6161,34.57614116063271,3.885699478858636,3.599544525353168,1915
111.081,144.5403,119.3142,34.947306605802986,3.3224954341578656,3.396568615529535,1915
112.3155,144.40900000000002,119.396,36.438007077089175,4.002763920092445,3.6908513922942277,1915
112.6225,144.3067,119.4825,36.745260833881694,3.992221826251918,3.7111310607412977,1915
113.16980000000001,144.37640000000002,119.2034,33.019445300610336,2.4329247912739946,3.049693171451819,1915
101.1652,147.9615,118.60090000000001,31.80805415236839,1.8814403392080232,3.2550912721456235,1915
98.1913,148.5098,118.1221,34.90222778434067,2.633724351559581,3.6072969922088367,1915
92.6991,149.8093,117.4589,34.09316880534866,2.2995942055065215,3.3981628551321905,1915
103.84920000000001,150.5593,117.69340000000001,22.923949471240736,1.3884824485738476,2.2142259234322257,1915
102.4162,149.6415,118.40530000000001,22.292487020518838,1.4410335700455594,2.4052924790962504,1915
102.7193,152.4428,118.21990000000001,17.211569001982365,1.1599690340694264,2.062460663867032,1915
117.3177,153.1518,115.38220000000001,21.681613563339784,1.5529831808492234,2.68371443339224,1915
123.2776,152.1314,115.2077,22.092209899419306,2.7261206943189253,2.9755269634134796,1915
123.7655,152.2653,115.372,22.55218192880678,2.564978734804801,3.0376662094446027,1915
121.07730000000001,155.3999,114.6015,18.958109734622766,1.864558926395592,2.829575542373581,1915
130.047,156.3068,114.2599,12.128189930900708,1.1742545550265986,2.6685861406372346,1915
135.4103,159.2219,111.2942,12.95778352612822,1.3787169361403238,2.5515968255193577,1915
120.22160000000001,162.43540000000002,109.97030000000001,15.273889270254587,1.9115508991388512,2.231371307066177,1915
99.33930000000001,166.3358,109.69770000000001,13.463215645231202,2.532239791173148,2.5898097825901396,1915
95.92500000000001,169.2688,109.8302,9.910790836255126,2.7476438197116684,2.3453289662642383,1915
70.44760000000001,166.74710000000002,110.72460000000001,13.236391284636444,4.013220849890331,2.1591097331995956,1915
69.37610000000001,166.2674,110.56370000000001,16.38096605179313,4.436946837635074,2.6521957525789945,1915
55.906400000000005,163.7366,112.7313,16.960178036801377,5.042144428712804,4.205698551964756,1915
48.408100000000005,160.8478,115.3568,15.39832310318237,5.157987510647948,3.604343734995092,1915
49.507200000000005,160.851,115.19680000000001,16.528374032553828,5.453090774964142,3.9616498785225644,1915
49.434400000000004,161.0093,115.2437,16.628177790726195,5.5444398734231894,4.128209092330446,1915
49.881600000000006,160.54080000000002,115.27590000000001,15.359465532367958,4.99749290744815,3.950693507474256,1915
62.8907,159.6293,111.27090000000001,15.701629008163458,3.1608672085364633,4.180755098065122,1915
74.6412,156.21970000000002,111.4604,17.882937749709953,2.2888057824981374,3.337848384812887,1915
85.6917,147.6157,116.8874,20.843604561351697,2.5042391079928774,3.865167685883931,1915
99.7736,140.9838,122.2971,23.238436759816697,4.001891747661331,3.3558652520624137,1915
98.1469,136.8012,125.73100000000001,23.81651360694928,3.361945650958886,3.5462711402259672,1915
99.7209,135.8232,126.3803,28.400683146537155,3.4437104640193574,4.011243187591485,1915
99.962,135.7495,126.6063,29.194019182017406,3.7765791068104955,4.0543927177814,1915
98.63730000000001,135.352,127.01150000000001,26.48736205646003,3.4151568045989937,4.064500922622259,1915
107.4276,134.8694,127.38080000000001,29.962335660625673,3.293591298263237,3.7969713404235836,1915
116.8417,135.3801,125.241,33.373906590478754,4.187627489402839,4.431175803328152,1915
122.7621,136.002,123.6971,34.38172048618278,4.401567448079856,4.2068458005968585,1915
133.87460000000002,136.787,122.19810000000001,26.05322388573045,2.987311667703698,2.9049365552447184,1915
144.9178,140.287,120.3234,16.425944209085795,1.9707437682253852,2.15188578693197,1915
147.59220000000002,144.2014,118.2368,11.916446582769339,1.5831734080636652,2.394311124310933,1915
146.5735,148.9724,115.49860000000001,12.324333562103977,1.4223354878523202,2.1317124665393252,1915
144.64360000000002,152.6945,113.497,14.43161733971616,1.447677363917112,2.217023003940205,1915
134.0088,153.6979,112.3973,21.085353270931922,2.7529685050868964,2.836415468509606,1915
126.6988,153.80530000000002,112.35520000000001,17.798007713224553,1.6934556120529656,2.7333556226731304,1915
116.2258,148.1441,115.4758,17.112153995333248,1.3067268995465169,2.446755884840025,1915
113.9959,145.8334,116.9345,25.280057025054358,3.037572129184105,3.363065528651111,1915
122.7489,145.0945,117.91690000000001,14.956204357723914,1.5790407689474764,2.6749568949790983,1915
122.2801,143.9239,118.0236,21.82258563942409,3.478032315836441,3.4654354762424884,1915
119.29190000000001,146.9506,113.8554,20.844891325933958,2.9059524497135945,3.0960766850968175,1915
118.98450000000001,152.44310000000002,107.6366,15.264522912623145,1.4334442402809817,1.9753329947126748,1915
116.054,150.6416,109.3905,12.33111852185359,0.9279813791231377,1.5293167592095498,1915
114.3409,146.715,112.9334,10.75453798124304,0.9805993065473664,1.5440739749118075,1915
104.6573,141.52800000000002,117.1829,21.86058225917137,1.7933254027071752,2.107379318015715,1915
96.6413,135.8269,123.58760000000001,32.494501601194024,4.8954199401073994,4.273374104849481,1915
93.1781,133.3151,126.7569,31.59688244732382,5.309859884215605,4.295253472148088,1915
111.3067,131.4094,129.4454,30.109338005177054,5.217067340949284,4.649625666653137,1915
112.2598,131.68720000000002,129.90720000000002,26.71209658488081,4.5504237341149985,3.9420284321646273,1915
119.65360000000001,132.70600000000002,129.055,24.808639766016967,3.7766869078596583,3.6566070338497427,1915
119.5878,132.838,129.2099,29.439233875221692,5.337467189594728,4.4857153264558685,1915
119.5768,132.52450000000002,129.6714,28.68369400478258,5.301339429804136,4.313863933876137,1915
119.3297,132.648,129.7088,28.90563263293157,5.375880951062925,4.343984640857197,1915
119.3129,132.70260000000002,129.68980000000002,28.988597647868392,5.432637779200648,4.36563580249141,1915
118.7335,132.77360000000002,129.32850000000002,29.108893447707658,5.156233415972921,4.323353761837416,1915
119.00420000000001,133.2127,128.3236,27.99688522603894,4.064438301905479,4.065425320923196,1915
118.8909,133.3478,127.9217,32.22648906086422,4.903798034177195,4.641138772973875,1915
132.8035,130.11690000000002,126.74310000000001,39.43021541597254,6.271238664729458,4.928052596107089,1915
132.877,130.2004,126.4496,39.03093223329412,5.835121236101178,4.632176576945282,1915
131.4393,130.6373,126.0814,38.86143738347821,5.548634851024215,4.653404564402165,1915
125.49040000000001,131.526,126.1825,36.64026893787761,5.127994149762556,5.016890844935733,1915
121.1504,132.1485,126.2044,35.27451459396713,4.88815381816043,5.07673326461001,1915
117.4209,132.4625,126.49740000000001,35.57408527552044,4.697296429862738,4.928508216488674,1915
117.2676,132.0979,127.5224,35.448901114703126,5.012296438759248,4.991462535169404,1915
114.3883,132.3134,127.5779,35.18522592097427,4.674717150801602,4.74024594193168,1915
104.71310000000001,133.31810000000002,126.1183,41.161311791414015,5.4513771095015855,5.095223754654987,1915
101.4791,133.08360000000002,125.27980000000001,44.81538980294604,6.456362059240213,5.566624826589079,1915
85.0924,134.6241,123.7793,43.69215332574033,6.503030000699817,5.902405569765473,1915
84.6885,134.0513,124.0092,45.201531696945835,6.744721514636541,5.751618499170375,1915
126.13950000000001,129.0789,124.92660000000001,57.2920888059599,8.110775227436665,4.98387524322182,1915
111.3271,130.22910000000002,124.16600000000001,64.36881314417722,9.055043522258634,5.55753938357593,1915
75.2193,135.8862,121.50330000000001,54.16469521293368,8.394465412401216,5.466698190864176,1915
74.1476,135.70090000000002,121.9638,37.26111665315467,5.575646975015266,4.125274482988782,1915
96.5759,134.31820000000002,123.10730000000001,42.931550626433236,5.687261973919762,4.567426705487186,1915
156.3017,128.4836,124.4452,42.68370271087077,5.46952749695991,2.999766150885801,1915
167.1994,125.8499,126.54,24.28049092666791,3.6632185288347743,2.3847431727542654,1915
130.79940000000002,160.80180000000001,114.9697,9.313590051102535,1.752745492076636,2.249529264090535,1915
125.8575,164.06650000000002,112.8173,14.72979951492892,2.5136980228329127,2.601023012201024,1915
116.4094,165.62120000000002,111.7578,18.807695011351058,3.4927511448704798,2.9986228772553694,1915
105.7488,167.01350000000002,110.20620000000001,15.962953942174996,3.4814533962117284,2.7231749044081104,1915
99.6842,167.28830000000002,109.7941,20.084104918068903,3.839086233727078,2.5441118666443203,1915
93.8998,166.9794,109.10260000000001,18.214020971767898,3.77716502684259,2.749704209546514,1915
87.89930000000001,165.2422,109.76320000000001,17.761969471598537,3.5740647951598103,2.8940155079053196,1915
86.4522,161.2747,112.123,19.450540227973086,2.8593425660461813,2.835501895608508,1915
95.21690000000001,152.6065,114.9449,17.233573465477143,1.4419631583364638,2.377785522287681,1915
135.99370000000002,126.78880000000001,126.91420000000001,17.432654998880576,4.067971799312158,2.5256758224283176,1915
98.0543,130.4096,126.5104,35.851668740938685,6.5802300750049865,3.9169493027099085,1915
91.7522,133.719,126.0806,28.977173691718093,5.089424230696704,3.0078403614552878,1915
67.6085,137.0918,124.8523,22.356695367383775,3.9721748148838674,2.7187285098002048,1915
125.2964,131.2141,128.6867,16.901649240236843,3.78196525499662,2.9504479507357506,1915
146.93030000000002,128.5418,131.4691,24.089845203114088,3.0312130838993814,3.4994921331532374,1915
141.7288,128.3483,132.47910000000002,24.062207931941728,3.0621213414886745,3.4381045926495912,1915
134.81480000000002,129.3631,132.2065,23.18077006831301,3.001242807571331,4.634874081353183,1915
136.80620000000002,131.2277,127.8486,34.82534194462409,3.993025508308205,4.261417374536266,1915
141.3442,129.177,129.7336,22.689396782638422,3.037642342344369,3.114134075470183,1915
153.9606,126.9449,128.9035,12.572662710818252,1.8021276286655274,1.5958658308259337,1915
89.0583,134.4975,125.0395,26.507917706036444,3.7835160565275827,3.6153478048454675,1915
135.29850000000002,129.7679,126.8828,43.475489620589606,5.438035453176209,4.127840132563352,1915
138.913,130.1594,126.97630000000001,15.972978150614185,2.3274861202595742,2.1458653988541423,1915
139.3896,130.737,126.7629,30.412622574187864,3.942946994317785,3.6099700261913226,1915
138.4264,130.7021,126.3262,36.01292799870627,5.3582418375806995,4.619003524571109,1915
139.598,131.5266,125.78020000000001,32.26412552665884,5.074001620023472,4.787639079964002,1915
142.71630000000002,132.1234,125.59490000000001,29.36930054172205,4.076661923681897,4.236648910400541,1915
142.8467,132.8094,123.5545,29.95226200322774,4.136988233002346,3.9095050517935404,1915
153.2081,133.1592,123.62180000000001,19.845548477933267,2.6784053763388287,2.840064217583588,1915
144.38670000000002,135.87470000000002,123.7068,22.45767937944602,2.295517351272651,2.9545276712190836,1915
142.395,135.8141,123.71390000000001,24.732415470390173,2.5624092549788893,3.068166682238283,1915
131.1103,132.3168,124.2671,36.06036236520652,6.8611979828599745,5.386961814418324,1915
119.13680000000001,132.2738,124.0323,37.02306964258905,4.854733109039606,4.734158500726427,1915
107.57440000000001,132.8735,124.0382,33.41685599573962,4.338398062649563,4.405648733160668,1915
147.0869,126.4008,129.2297,17.969255643737668,2.651256185282999,2.8288403825593376,1915
142.2672,127.2835,128.4948,23.205413251222225,3.242210318594371,3.1969630839286767,1915
139.62630000000001,127.56840000000001,128.67090000000002,24.0917298737554,3.4011941197169873,3.537173050614904,1915
138.7066,128.8009,127.3605,24.14107943816926,3.301917501997911,4.208199110070762,1915
128.279,130.8256,124.8798,32.96071235577294,4.212954383802241,4.399358130455023,1915
142.5122,128.7854,125.7912,32.93859516069254,4.766712372274567,3.910115415176266,1915
152.2125,126.90360000000001,126.96570000000001,24.878885500560507,3.834619543057398,3.0687006224130133,1915
141.6652,128.1061,127.32310000000001,31.20349514012814,4.431438004756415,3.5697487852786645,1915
135.9058,128.5291,127.3401,37.74665450553203,6.21475286636574,5.042800014872591,1915
145.0749,127.89250000000001,127.72720000000001,30.22900411839592,4.308218164160032,3.7860507339440317,1915
146.0953,127.608,127.7333,32.928732406668786,5.215413310563247,4.137290310094451,1915
144.3577,127.96340000000001,127.85310000000001,30.812058527628462,4.328332293158493,3.6334171780842506,1915
147.0079,128.0064,127.94250000000001,19.4467539088147,2.766904233976497,2.6224785509127204,1915
106.7917,133.018,125.23570000000001,18.066043039636547,2.343773879878573,1.8989853896222835,1915
161.30450000000002,126.155,127.65790000000001,10.523724613937604,2.0714668715670763,1.6838846724159227,1915
159.94580000000002,126.5755,127.6859,16.356902590649394,2.6392612129155704,2.2386695133493606,1915
163.554,127.13940000000001,127.8172,13.493045764392843,2.139618573484057,1.919735440106388,1915
167.00490000000002,126.7488,127.82690000000001,12.168495222910453,2.4453422173594728,1.9266386246513123,1915
164.31910000000002,127.03890000000001,127.7547,16.751957353992815,3.0482104241665113,2.4982249518411113,1915
163.99030000000002,127.0608,127.64380000000001,17.211635770896198,3.178915437692628,2.50126399246394,1915
160.6293,126.7168,127.86200000000001,18.58761634825734,3.296664641724817,2.5621389501737677,1915
156.5033,126.74730000000001,127.9482,19.05085271346139,3.0686874572034184,2.616852452852793,1915
155.3227,126.6183,128.0409,19.37421391205332,3.1385355040210703,2.6811615374684648,1915
157.64620000000002,126.31410000000001,128.1702,13.38657631958212,2.2832961240274496,1.8908283793097918,1915
150.4516,126.3456,127.56750000000001,8.961230799393336,1.4857862026548196,1.4447988614326095,1915
134.7849,127.7808,127.64550000000001,10.673876146461634,1.7088450368602501,1.396864256110333,1915
122.0685,129.8613,126.71430000000001,28.42565756055611,5.255536348461556,4.394232072842622,1915
122.9996,129.437,127.0201,35.22209533574062,7.056261829042232,5.7677981925515915,1915
116.8576,129.9331,126.5357,38.87703335183896,8.143035330268471,6.6683675296131035,1915
126.2818,128.7298,127.2672,29.873416087886554,4.786166729231,4.310406495911816,1915
127.9102,128.7581,127.7994,31.594083875941116,5.9710789971325005,4.980317222828144,1915
123.4911,129.7405,127.14550000000001,33.92970558065605,6.15998049915771,5.077374296818827,1915
129.3265,129.9949,127.1122,35.13093078399714,5.072501748644407,4.60942633740894,1915
133.3872,129.6569,127.6162,36.923329700339856,5.2490172785009666,4.843087606062743,1915
129.4811,130.45850000000002,128.8754,32.400901882355086,4.917934297039451,4.867265643048352,1915
121.51750000000001,132.34890000000001,127.7364,33.52386155785156,4.671441832025245,5.229657258367804,1915
